id,title,description,price,sale_price,availability,condition,image_link,link,brand,google_product_category
84,5by6 Victoria Lux Tufted Dark Grey Bed,"Transform your bedroom into a luxurious retreat with the Victoria Lux Tufted Queen Bed. This exquisite bed features a fully tufted headboard, footboard, and side panels, creating a bold and sophisticated statement. The plush light beige upholstery enhances its elegant appeal while providing a soft, inviting touch.
Crafted with high-quality materials, this queen bed offers both durability and comfort. The spacious design ensures a perfect sleeping experience, while the tufted detailing adds a layer of luxury that elevates any decor style. Whether placed in a classic or contemporary setting, the Victoria Lux Tufted Queen Bed is designed to be the centerpiece of your bedroom
Perfect for individuals or couples, this bed combines style, comfort, and functionality, making it an ideal choice for creating a cozy and elegant space.",60000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747962571/ada92372d1c2497d6e6d54ef904f99fb_qkyhnx.jpg,https://bobbyfurniturekenya.com/product/84,Generic,Bedroom - Beds
175,Extended 5by6 Pink Marque Bed,"Upgrade your bedroom with our Modern Queen-Size Bed, designed for both style and comfort. Measuring 5×6 feet, this bed offers ample space for a restful sleep while adding a contemporary touch to your room. Priced at 51,000/=, it combines affordability with premium design.

Features:

Sleek and Stylish: Perfect for modern interiors.

Spacious: Ideal for couples or individuals who love extra room.

Durable Construction: Built to last with high-quality materials.


Why Choose This Bed?

Enhances bedroom aesthetics.

Provides unmatched comfort.

Great value for money.",55000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748010096/20250523_172029_oaksj5.jpg,https://bobbyfurniturekenya.com/product/175,Generic,Bedroom - Headboards
271,L-Shaped Sectional Sofa – Premium Fabric with Spring Seating,"This is a modern L-shaped sectional sofa upholstered in high-quality premium fabric. It features spring-supported seat cushions (NOT bubble foam) for enhanced comfort, durability, and long-term use. The clean lines and neutral color make it perfect for both modern and classic interiors.

",65000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1769005665/20250827_031640_ezuot0.jpg,https://bobbyfurniturekenya.com/product/271,Generic,Living Room - Sectional Sofas
189,"5 Seater Light Grey Semi Recliner ","A  Five seater recliner is a spacious and luxurious seating arrangement designed for maximum comfort and functionality. It typically includes:

Three recliner seats (manual or electric) that allow users to lean back and elevate their feet.

Upholstery made of plush fabric, faux leather, or genuine leather for a soft and stylish finish.

Ample seating space for seven people, arranged in an L-shape or U-shape to suit living room layouts.

Padded armrests and backrests for enhanced comfort.
",65000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748022014/20250523_203923_aie7jo.jpg,https://bobbyfurniturekenya.com/product/189,Generic,Living Room - Semi Recliners
148,5by6 Savoy Button Charcoal Grey Bed,"Upgrade your bedroom with this elegant Savoy Button  bed, designed for both comfort and sophistication. Crafted with a high headboard and a low-profile footboard, this bed features deep diamond-tufted detailing and a plush velvet finish that exudes luxury. The sturdy wooden frame ensures durability, while the chic silver stud accents add a modern touch.

Key Features:

Size: King

Material: High-quality velvet fabric

Color: Charcoal grey

Design: Deep button tufting with silver nailhead trim

Frame: Durable wood construction for long-lasting support

Perfect for modern and classic interiors, this bed is a stylish centerpiece that transforms any bedroom into a luxurious retreat.",38000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747960866/20250523_034002_idv1fp.jpg,https://bobbyfurniturekenya.com/product/148,Generic,Bedroom - Beds
152,6by6 Survoy Button Nevy Blue,"Upgrade your bedroom with this elegant Savoy Button  bed, designed for both comfort and sophistication. Crafted with a high headboard and a low-profile footboard, this bed features deep diamond-tufted detailing and a plush velvet finish that exudes luxury. The sturdy wooden frame ensures durability, while the chic silver stud accents add a modern touch.

Key Features:

Size: King

Material: High-quality velvet fabric

Color: Charcoal grey

Design: Deep button tufting with silver nailhead trim

Frame: Durable wood construction for long-lasting support

Perfect for modern and classic interiors, this bed is a stylish centerpiece that transforms any bedroom into a luxurious retreat.",42000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963983/20250523_042306_mbpfe5.jpg,https://bobbyfurniturekenya.com/product/152,Generic,Bedroom - Beds
147,6by6 Grey Lines Vela,"Elevate your bedroom with the Light Gray Tufted Queen Bed, a perfect blend of modern style and comfort. This bed features a beautifully tufted headboard that adds a touch of sophistication to your space. The light gray upholstery is not only chic but also versatile, allowing it to complement various decor styles, from contemporary to classic. Constructed with high-quality materials, this queen bed ensures durability and stability for a restful night's sleep. The spacious queen size provides ample room for couples or individuals who enjoy extra space while sleeping
Whether you're redecorating your master bedroom or furnishing a guest room, the Light Gray Tufted Queen Bed is an excellent choice that combines functionality with aesthetic appeal. Create a cozy and inviting atmosphere in your bedroom with this stylish bed",38000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747961803/20250523_035536_nmkhij.jpg,https://bobbyfurniturekenya.com/product/147,Generic,Bedroom - Beds
149,5by6 Royal Blue Tufted Bed,"Bring luxury and elegance into your bedroom with our Royal Blue Tufted Velvet Bed Frame. This eye-catching piece features a high, wingback-style headboard and a low footboard, both deeply tufted for a plush and regal look. Upholstered in rich royal blue velvet, the bed frame adds a bold statement while offering soft, cushioned comfort.
Key Features:

Material: Premium velvet fabric upholstery

Color: Royal Blue

Design: Wingback headboard with deep square tufting

Construction: Solid wood base and frame for durability

Size: Standard 5x6 or 6x6 (custom sizes available upon request)

Ideal for: Modern, contemporary, and luxury bedroom settings
",36000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963678/20250523_042517_qjmchz.jpg,https://bobbyfurniturekenya.com/product/149,Generic,Bedroom - Beds
151,5by6 Cream White Tufted Bed,"Bring luxury and elegance into your bedroom with our Cream White Tufted Velvet Bed Frame. This eye-catching piece features a high, wingback-style headboard and a low footboard, both deeply tufted for a plush and regal look. Upholstered in rich royal blue velvet, the bed frame adds a bold statement while offering soft, cushioned comfort.

Key Features:

Material: Premium velvet fabric upholstery

Color: Royal Blue

Design: Wingback headboard with deep square tufting

Construction: Solid wood base and frame for durability

Size: Standard 5x6 or 6x6 (custom sizes available upon request)

Ideal for: Modern, contemporary, and luxury bedroom settings
",36000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963950/20250523_042207_gueikm.jpg,https://bobbyfurniturekenya.com/product/151,Generic,Bedroom - Beds
150,5by6 Dark Grey Tufted Bed,"Bring luxury and elegance into your bedroom with our  Tufted Velvet Bed Frame. This eye-catching piece features a high, wingback-style headboard and a low footboard, both deeply tufted for a plush and regal look. Upholstered in rich royal blue velvet, the bed frame adds a bold statement while offering soft, cushioned comfort.

Key Features:

Material: Premium velvet fabric upholstery

Color: Royal Blue

Design: Wingback headboard with deep square tufting

Construction: Solid wood base and frame for durability

Size: Standard 5x6 or 6x6 (custom sizes available upon request)

Ideal for: Modern, contemporary, and luxury bedroom settings
",30000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963949/20250523_042156_a3f67k.jpg,https://bobbyfurniturekenya.com/product/150,Generic,Bedroom - Beds
156,5by6 Nevy Blue Chester Bed,"Add a touch of luxury and elegance to your bedroom with this stunning velvet upholstered bed. Featuring a bold royal blue finish, the bed is designed with a tall, vertically channeled headboard and a matching footboard for a cohesive and modern look. The plush fabric not only offers comfort but also elevates the room’s aesthetic. Perfect for both contemporary and classic interiors, this bed frame combines style and durability, built on a solid wooden structure for long-lasting support.",36000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963647/20250523_042424_rqllks.jpg,https://bobbyfurniturekenya.com/product/156,Generic,Bedroom - Beds
154,"5by6 Light Green Tufted Bed ","Bring luxury and elegance into your bedroom with our Light Green Tufted Velvet Bed Frame. This eye-catching piece features a high, wingback-style headboard and a low footboard, both deeply tufted for a plush and regal look. Upholstered in rich royal blue velvet, the bed frame adds a bold statement while offering soft, cushioned comfort.
Key Features:

Material: Premium velvet fabric upholstery

Color: Royal Blue

Design: Wingback headboard with deep square tufting

Construction: Solid wood base and frame for durability

Size: Standard 5x6 or 6x6 (custom sizes available upon request)

Ideal for: Modern, contemporary, and luxury bedroom settings
",30000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747965246/20250523_045313_quk4uv.jpg,https://bobbyfurniturekenya.com/product/154,Generic,Bedroom - Beds
159,"4by6 Charcoal Grey Classic Chester Bed ","Add a touch of luxury and elegance to your bedroom with this stunning velvet upholstered bed. Featuring a bold royal blue finish, the bed is designed with a tall, vertically channeled headboard and a matching footboard for a cohesive and modern look. The plush fabric not only offers comfort but also elevates the room’s aesthetic. Perfect for both contemporary and classic interiors, this bed frame combines style and durability, built on a solid wooden structure for long-lasting support.",28000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747965249/20250523_045131_s9jp8m.jpg,https://bobbyfurniturekenya.com/product/159,Generic,Bedroom - Beds
155,"4by6 Light Orange Tufted Bed ","Bring luxury and elegance into your bedroom with our Light Orange Tufted Velvet Bed Frame. This eye-catching piece features a high, wingback-style headboard and a low footboard, both deeply tufted for a plush and regal look. Upholstered in rich royal blue velvet, the bed frame adds a bold statement while offering soft, cushioned comfort.
Key Features:

Material: Premium velvet fabric upholstery

Color: Royal Blue

Design: Wingback headboard with deep square tufting

Construction: Solid wood base and frame for durability

Size: Standard 5x6 or 6x6 (custom sizes available upon request)

Ideal for: Modern, contemporary, and luxury bedroom settings
",28000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747965246/20250523_045323_p4yw7i.jpg,https://bobbyfurniturekenya.com/product/155,Generic,Bedroom - Beds
157,5by6 Classic Chester Bed,"Add a touch of luxury and elegance to your bedroom with this stunning velvet upholstered bed. Featuring a bold royal blue finish, the bed is designed with a tall, vertically channeled headboard and a matching footboard for a cohesive and modern look. The plush fabric not only offers comfort but also elevates the room’s aesthetic. Perfect for both contemporary and classic interiors, this bed frame combines style and durability, built on a solid wooden structure for long-lasting support.",38000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963951/20250523_042226_sxlqlw.jpg,https://bobbyfurniturekenya.com/product/157,Generic,Bedroom - Beds
158,"5by6 Classic Chester Bed ","Add a touch of luxury and elegance to your bedroom with this stunning velvet upholstered bed. Featuring a bold royal blue finish, the bed is designed with a tall, vertically channeled headboard and a matching footboard for a cohesive and modern look. The plush fabric not only offers comfort but also elevates the room’s aesthetic. Perfect for both contemporary and classic interiors, this bed frame combines style and durability, built on a solid wooden structure for long-lasting support.",38000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963984/20250523_042556_ovfmah.jpg,https://bobbyfurniturekenya.com/product/158,Generic,Bedroom - Beds
161,"5by6 Pink Chester Bed ","Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces.",30000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963677/20250523_042459_oajere.jpg,https://bobbyfurniturekenya.com/product/161,Generic,Bedroom - Beds
185,7 seater Classic Brown Semi-Recliner Sofa,"A seven-seater recliner is a large, comfy sofa that seats seven people. It has reclining seats, soft cushions, and is perfect for relaxing with family or guests.

",95000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748020128/20250523_200552_ejur7p.jpg,https://bobbyfurniturekenya.com/product/185,Generic,Living Room - Semi Recliners
163,Darwin 5by6 Bed,"Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces.",38000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963986/20250523_042549_votsdm.jpg,https://bobbyfurniturekenya.com/product/163,Generic,Bedroom - Beds
164,"Velveeta Classic 5by6 ","Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces.",36000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963680/20250523_042526_oq6xwq.jpg,https://bobbyfurniturekenya.com/product/164,Generic,Bedroom - Beds
165,Line Vela Classic 5by6 Orange,"Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces.",36000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963647/20250523_042507_v3380c.jpg,https://bobbyfurniturekenya.com/product/165,Generic,Bedroom - Beds
166,"White Vela Line Bed With 2 Nightstand & Ottoman ","Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
",52000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747968125/20250523_053605_rpcavj.jpg,https://bobbyfurniturekenya.com/product/166,Generic,Bedroom - Beds
167,Banny 6by6 Classic Bed,"Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
",58000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747968158/20250523_053634_veasem.jpg,https://bobbyfurniturekenya.com/product/167,Generic,Bedroom - Beds
272,AURA L-Shaped Fabric Sofa,"The AURA L-Shaped Fabric Sofa is a clean, modern sectional designed for everyday comfort and durability. Upholstered in premium fabric with high-density foam seating (NO springs), this sofa delivers a firm, supportive sit and a minimalist look.
",48000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1769005639/20250827_031932_hkqaaf.jpg,https://bobbyfurniturekenya.com/product/272,Generic,Living Room - Sectional Sofas
195,Nairobi Lex 3 Seater,"Bring elegance and comfort into your home with the Nairobi Luxe 3-Seater Sofa. Handcrafted for durability and designed for style, this sofa features deep seating, firm yet soft cushions, and a timeless silhouette that fits any modern or traditional living room. The smooth fabric finish is both breathable and easy to maintain, making it perfect for family use or formal spaces.
",35000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748025349/20250523_213401_yz6eg4.jpg,https://bobbyfurniturekenya.com/product/195,Generic,Living Room - Sofas
168,6by6 Orange Classic Bed,"Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
",42000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747968159/20250523_053306_daoqko.jpg,https://bobbyfurniturekenya.com/product/168,Generic,Bedroom - Beds
162,"Fentana Black 5by6 Classic ","Transform your bedroom into a haven of style and sophistication with our premium upholstered bed collection. Featuring a stunning blend of bold colors, elegant curves, and fine craftsmanship, each bed is designed to make a statement while offering unmatched comfort. Choose from rich velvet finishes like deep royal blue for a regal touch, or go for the clean, modern appeal of cream tones with gold accents.

These beds are crafted with high-quality wood frames and padded with durable, soft upholstery that adds both structure and style. From sleek vertical tufting to gracefully arched headboards, every design element is thoughtfully chosen to suit both contemporary and classic spaces.",38000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747963679/20250523_042533_raeqpc.jpg,https://bobbyfurniturekenya.com/product/162,Generic,Bedroom - Beds
169,"Fentana White 5by6 Classic ","Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
",38000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747968160/20250523_053354_em3iw7.jpg,https://bobbyfurniturekenya.com/product/169,Generic,Bedroom - Beds
170,"Extended 6by6 Light Grey With 2 Nightstand ","Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
",58000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747968200/20250523_053506_la09pd.jpg,https://bobbyfurniturekenya.com/product/170,Generic,Bedroom - Beds
108,Round Bubble Tuft Accent Chair,"This round bubble tuft accent chair is designed for comfort, style, and modern luxury. Its circular shape, paired with deep bubble-tufted cushioning, creates a cozy, sink-in seating experience perfect for living rooms, lounges, bedrooms, and studio spaces. Upholstered in soft velvet fabric, it adds a bold, stylish touch to any interior. Built with a strong hardwood frame and thick high-density foam, this chair ensures durability, support, and long-lasting comfort.",28000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1768918081/20250430_161316_pc3dfg.jpg,https://bobbyfurniturekenya.com/product/108,Generic,Living Room - Accent Chairs
137,Bubble-Tuft L-Shape Sectional with Matching Puff,"This bubble-tuft L-shape sectional sofa with matching puff delivers the ultimate blend of luxury, comfort, and modern design. The deep, oversized bubble-tufted cushions create a plush seating experience, while the spacious layout accommodates family and guests with ease. The included matching puff can be used as an extra seat, footrest, or mini coffee-table alternative. Upholstered in high-quality fabric with a rich burnt orange tone, this set brings bold style and standout comfort to any living room or lounge. Built with a strong hardwood frame and high-density foam, it promises durability and long-lasting support.",73500.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1768924822/20251215_105716_n1pb1b.jpg,https://bobbyfurniturekenya.com/product/137,Generic,Living Room - Sectional Sofas
173,"6by6 Mirror Chester Bed White With 2 Nightstand ","Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
",68000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747970229/20250523_061347_tkbh6y.jpg,https://bobbyfurniturekenya.com/product/173,Generic,Bedroom - Beds
171,5by6 Bubble Bed White,"Introduce playful elegance and unmatched comfort into your bedroom with our signature Bubble Bed. Designed with a bold, modern aesthetic, the Bubble Bed features a uniquely tufted headboard and footboard with rounded, ""bubble-like"" curves that add a soft, inviting touch to any space.

Upholstered in premium fabric or velvet of your choice, this bed is a statement piece that balances artistic design with cozy functionality. Its solid wooden frame provides reliable support, while the plush cushioning ensures every moment spent lounging or sleeping feels luxurious.

Key Features:

Distinctive bubble-tufted design for a trendy, standout look

Soft, high-quality velvet or fabric upholstery

Durable hardwood frame for long-lasting performance

Available in multiple colors and sizes

Perfect for modern, chic, or glam bedroom themes
",48000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747968124/20250523_053216_cytqxs.jpg,https://bobbyfurniturekenya.com/product/171,Generic,Bedroom - Beds
82,"6by6 White Leather With Mirror Detailing & 2 Nightstand ","Introducing the Queen Bed with Extended Headboard and Mirror Detailing, a stunning addition to any contemporary bedroom. This exquisite bed showcases a beautifully upholstered extended headboard that not only provides extra comfort and support but also features striking mirror accents that reflect light and create an illusion of space. Crafted with high-quality materials, this queen bed combines durability with style, making it a perfect centerpiece for your bedroom decor. The mirror detailing adds a sophisticated touch, enhancing the overall aesthetic and bringing a sense of luxury to your space. Whether you're looking to create a serene retreat or a stylish haven, this bed is designed to elevate your sleeping experience and complement various interior styles.
Indulge in the perfect blend of comfort and elegance with the Queen Bed with Extended Headboard and Mirror Detailing, and make your bedroom a true sanctuary.",72000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748011380/20250523_174232_dur2zw.jpg,https://bobbyfurniturekenya.com/product/82,Generic,Bedroom - Beds
88,Single Wooden Bed With 2 Nightstand Package,"The Single Wooden Bed with 2 Nightstand Package is an ideal solution for those seeking a stylish and functional bedroom setup. This package features a beautifully crafted single bed made from high- quality wood, ensuring durability and comfort for a restful night's sleep. The accompanying nightstand provides convenient storage for essentials like books, lamps, or personal items, keeping your bedside organized and within reach. The cohesive design of both pieces adds a touch of elegance to any bedroom decor, making it a perfect choice for small spaces or guest rooms.",45000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747971460/20250523_063143_spb3bx.jpg,https://bobbyfurniturekenya.com/product/88,Generic,Bedroom - Beds
174,"White Princess Bed 4by6 ","Turn your bedroom into a fairytale with our enchanting Princess Bed, designed to bring elegance, charm, and a touch of royalty to your space. With its gracefully curved headboard, intricate details, and plush upholstery, this bed is the perfect centerpiece for anyone who loves timeless beauty with a luxurious feel.

Whether you choose soft pinks, creamy whites, or elegant neutrals, the Princess Bed adds a dreamy atmosphere that’s both sophisticated and cozy. Built on a strong wooden frame and finished with quality materials, it’s made for those who want to sleep in style every night.

Key Features:

Elegant arched or scalloped headboard for a royal look

High-quality velvet or leatherette finish in princess-inspired colors

Soft padded design for comfort and charm

Sturdy wooden construction for durability

Ideal for children’s rooms, bridal suites, or anyone who loves luxury",32000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1747970584/20250523_062231_bkxrgr.jpg,https://bobbyfurniturekenya.com/product/174,Generic,Kids Room - Beds
176,Extended 6by6 White Marque Bed,"Upgrade your bedroom with our Modern Queen-Size Bed, designed for both style and comfort. Measuring 5×6 feet, this bed offers ample space for a restful sleep while adding a contemporary touch to your room. Priced at 51,000/=, it combines affordability with premium design.

Features:

Sleek and Stylish: Perfect for modern interiors.

Spacious: Ideal for couples or individuals who love extra room.

Durable Construction: Built to last with high-quality materials.


Why Choose This Bed?

Enhances bedroom aesthetics.

Provides unmatched comfort.
",60000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748010720/20250523_173139_aazytg.jpg,https://bobbyfurniturekenya.com/product/176,Generic,Bedroom - Headboards
177,5by6 White Queen Bed With Golden Detailing,"Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available",55000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748011720/20250523_174739_iyn9qk.jpg,https://bobbyfurniturekenya.com/product/177,Generic,Bedroom - Beds
180,5by6 Grey Mirror Bed,"Upgrade your sleeping space with our exclusive range of upholstered beds, where comfort meets modern elegance. This collection features beautifully crafted pieces, including deep royal blue velvet beds for a bold, luxurious look and soft beige options accented with gold finishes for a touch of class.

Each bed is designed with attention to detail—high, padded headboards offer excellent back support and add a dramatic focal point to your room, while the sturdy wooden bases ensure lasting strength and stability. Whether you're drawn to minimalist lines or rich textures, there's a design to match your unique taste.

Features:

Eye-catching upholstery in rich velvet and smooth leatherette

Stylish headboard designs: vertical panels, gold accents, and soft curves

Strong hardwood frames for long-term durability

Suitable for all bedroom themes: modern, contemporary, or classic

Custom sizing and color options available
",55000.00 KES,null,in stock,new,https://res.cloudinary.com/dtz6b2pip/image/upload/v1748012702/20250523_180357_z2yiwm.jpg,https://bobbyfurniturekenya.com/product/180,Generic,Bedroom - Beds
